item_index,name_string_id,description_string_id,name,description
394,30394,40394,Infensus X1 Assault Leg Pads,"Modern threats require modern solutions, and this cutting-edge energy dispersal armor is that solution. Marketed to corporate commandos going up against their technophilic competitors, it has a glossy, futuristic aesthetic."
395,30395,40395,Infensus Heavy Leg Pads,"It’s no surprise that Infensus Battle Armor is so burdensome, given its origin design, the space suit. Sharing a need to regulate, reduce and shed heat rapidly, IBA has since undergone dozens of redesigns for use in combat against new-age energy weapons."
396,30396,40396,XenoTech Expeditionary Leg Pads,"Upon the discovery of the xenomorph colony on Necars Field, and the subsequent discovery of the incredible resilience of the alien carapace, research began immediately to study potential military applications of the procured xenomorph components. The result is this unique set of armor, whose organic appearance reflects the origin of its component parts."
397,30397,40397,Exile Leg Pads,"Part of the set of prototype armor stolen from the Galactic Intelligence Service by the organization colloquially known as the Men in Black, and subsequently released for purchase in limited quantities in order to sustain the MIB's continued rebellion."
398,30398,40398,Locans Stabilized Leg Pads,"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Stabilized armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
399,30399,40399,Pythica Durable Battle Leg Pads,"The Pythica Durable Battle series of armor is the revolutionized self of its earlier Ceremonial versions. It provides unrivalled protection, with even higher density made possible by further research into crystal lattice technology."
400,30400,40400,NanoTech Vitality Leg Pads,"A blend of CryoTech Industries’ four main lines of combat armor, this armor employs miniature nano-injectors of all varieties to treat physical fatigue in each of its forms."
401,30401,40401,Leech Leg Pads,"Because bears are too hard to train, this extra-heavy armor requires powered servos as well as the strength of its user to function. Locking, white-hot machinery and anabolic injections make Leech Armor usable, as long as bodily harm is no object."
402,30402,40402,Justicar Powered Leg Pads,"Devised using the same technology that powers augmentations, practical powered armor harmlessly extracts human bio-energy to power systems that enhance combat capability, without the need for a heavy battery."
403,30403,40403,PreMet Tremor Leg Pads,The need to stay in a healthy mental state during combat has caused PreMet Tremor armor to become a popular choice against the striking blows caused by rubber bullet and high pain weaponry. The user will find themselves much tougher to break in terms of mental stability.
404,30404,40404,Aramid Altered Leg Pads,"Aramid fiber has revolutionized armor to become durable versus high speed projectiles and heated beams. Utilizing a layer of high strength polymer blends, this armor is able to absorb the lion’s share of most impacts against it."
405,30405,40405,Infensus Essentials Leg Pads,"A stripped-down version of the Heavy Infensus Battle armor, the “Essentials” line foregoes a flush coolant system for greater speed and maneuverability, though it retains the armor’s heavy plating designed to turn, disperse and shed heat."
406,30406,40406,Jack-o'-lantern Leg Pads,"Created from a variation of the Exile armor, this resilient orange armor reminds one of the Halloween season, hence it's name."
407,30407,40407,Skeleton Leg Pads,"Created from a variation of the Exile armor, this resilient skeleton armor reminds one of the Halloween season, hence it's name"
408,30408,40408,Backer Leg Pads,"A reward for backing our Kickstarter campaign, these leg pads will make your dedication to the game clear."
409,30409,40409,,
410,30410,40410,,
411,30411,40411,Envirotech Gloves (Male),"Designed for miners in harsh environments, these have been adapted for civilian purposes."
412,30412,40412,Infusion Gloves (Male),Soft nimble gloves that protect well but allow for precision work and dexterity.
413,30413,40413,Infostyle Gloves (Male),Perfectly designed to combine function and appearance.
414,30414,40414,Locans Defense Gloves (Male),"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Defense armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
415,30415,40415,Locans Ethereal Gloves (Male),"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Ethereal armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
416,30416,40416,Locans Patrol Gloves (Male),"After Locans Systems was edged out of the armor market, larger corporations took over their designs. The remade Locans Patrol armors retain their resistance against higher mass ballistics, while using materials that allow them to be viable in regular combat."
